Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-DiplomaticImpunity,0.0061,3.06,"26,914"
Main-WaterSourceTampering,0.0061,2.97,"32,989"
Main-MartyrdomCulture,0.0061,3.00,"70,278"
Main-TheApprentice,0.0061,3.03,"51,956"
Main-GoingForTheBigScoop,0.0061,2.93,"74,005"
Main-KilledToUpholdTheMasquerade,0.0061,3.09,"21,626"
Main-ScrewTheRulesIHaveSupernaturalPowers,0.0061,3.03,"23,737"
Main-NotEvilJustMisunderstood,0.0060,3.15,"8,214"
Main-NoCampaignForTheWicked,0.0060,3.04,"52,315"
Main-CavalryBetrayal,0.0060,3.12,"19,452"
Main-SorcerousOverlord,0.0060,3.15,"8,595"
Main-SealedEvilInADuel,0.0060,3.01,"39,430"
Main-CallToAgriculture,0.0060,3.04,"34,952"
Main-ATasteOfTheLash,0.0060,3.12,"74,507"
Main-TheRepublic,0.0060,3.32,"3,753"
Main-AssInAmbassador,0.0060,3.07,"26,263"
Main-BreakingTheBonds,0.0060,2.81,"74,841"
Main-SecretCircleOfSecrets,0.0060,3.04,"27,198"
Main-DivineIntervention,0.0060,3.17,"35,561"
Main-IHaveAFamily,0.0060,3.01,"18,759"
Main-FieldPromotion,0.0060,2.99,"36,516"
Main-ThresholdGuardians,0.0060,3.04,"21,382"
Main-WhereIWasBornAndRazed,0.0060,2.95,"15,946"
Main-BusFullOfInnocents,0.0059,2.97,"47,609"
Main-KillMeNowOrForeverStayYourHand,0.0059,2.99,"22,809"
Main-CynicalMentor,0.0059,3.05,"46,940"
Main-WhiteSheep,0.0059,2.88,"57,374"
Main-TeachHimAnger,0.0059,2.90,"50,937"
Main-TheChurch,0.0059,3.18,"59,453"
Main-CorruptBureaucrat,0.0059,3.26,"6,110"
Main-OrphanageOfLove,0.0059,3.15,"52,154"
Main-ScreamDiscretionShot,0.0059,2.97,"45,738"
Main-BuyThemOff,0.0059,3.08,"20,825"
Main-UnintentionallySympathetic,0.0059,2.88,"34,817"
Main-GollumMadeMeDoIt,0.0059,3.11,"17,933"
Main-MakeABetterWorld,0.0059,3.09,"13,306"
Main-EvilOnlyHasToWinOnce,0.0058,3.07,"9,058"
Main-VaguenessIsComing,0.0058,2.89,"65,493"
Main-DeepCoverAgent,0.0058,2.96,"62,503"
Main-HeroWithAnFInGood,0.0058,3.02,"19,473"
Main-PlayingBothSides,0.0058,3.06,"26,331"
Main-RenegadeRussian,0.0058,3.15,"19,727"
Main-ProducePelting,0.0058,3.09,"42,404"
Main-FeedTheMole,0.0058,3.09,"10,711"
Main-OneNationUnderCopyright,0.0058,3.10,"24,204"
Main-IWantThemAlive,0.0058,3.02,"14,930"
Main-SanityBall,0.0058,2.95,"37,260"
Main-TheBluebeard,0.0058,3.02,"47,371"
Main-TroubledFetalPosition,0.0058,3.00,"24,851"
Main-FamilyBusiness,0.0058,3.07,"94,332"
Main-TheHandler,0.0058,3.08,"37,123"
Main-YouRebelScum,0.0058,3.04,"23,391"
Main-FaustianRebellion,0.0057,3.02,"17,258"
Main-NegatedMomentOfAwesome,0.0057,3.00,"16,198"
Main-MiddleChildSyndrome,0.0057,3.05,"47,144"
Main-EgocentricTeamNaming,0.0057,3.00,"15,403"
Main-StupidCrooks,0.0057,3.08,"55,326"
Main-LecturingLexLuthor,0.0057,3.03,"10,388"
Main-PropheticFallacy,0.0057,2.91,"40,450"
Main-ConflictKiller,0.0057,3.08,"12,137"
Main-BotheringByTheBook,0.0057,3.00,"48,700"
Main-GoodEyesEvilEyes,0.0057,2.96,"39,898"
Main-TheHeavy,0.0057,3.06,"11,896"
Main-ReignOfTerror,0.0057,3.03,"58,661"
Main-EvilDuo,0.0057,3.01,"10,623"
Main-AllAccordingToPlan,0.0057,3.14,"4,913"
Main-SlidingScaleOfVillainThreat,0.0057,2.91,"32,763"
Main-ThreatBackfire,0.0056,3.05,"17,113"
Main-NoHeroToHisValet,0.0056,3.19,"7,190"
Main-GoodPowersBadPeople,0.0056,2.98,"32,547"
Main-RiteOfPassage,0.0056,2.95,"79,329"
Main-BurnBabyBurn,0.0056,3.12,"20,737"
Main-BringNewsBack,0.0056,3.06,"27,562"
Main-MyRevengeIsMercy,0.0056,3.05,"25,548"
Main-HighAltitudeInterrogation,0.0056,3.07,"22,031"
Main-MysteriousInformant,0.0056,3.04,"56,032"
Main-YouAreWorthHell,0.0056,3.01,"27,225"
Main-GiveHimANormalLife,0.0056,3.10,"13,092"
Main-CosmopolitanCouncil,0.0056,2.94,"29,453"
Main-StakingTheLovedOne,0.0056,3.04,"39,539"
Main-EnsignNewbie,0.0056,3.04,"54,055"
Main-BruceWayneHeldHostage,0.0056,2.94,"42,315"
Main-CaptainPatriotic,0.0056,2.94,"52,636"
Main-ShapeshifterGuiltTrip,0.0055,2.86,"37,346"
Main-TsaristRussia,0.0055,3.27,"12,915"
Main-EvilPowerVacuum,0.0055,2.98,"21,634"
Main-DownerBeginning,0.0055,2.94,"54,793"
Main-WatchingTroyBurn,0.0055,3.05,"14,504"
Main-ClaspYourHandsIfYouDeceive,0.0055,2.93,"63,941"
Main-TwoRoadsBeforeYou,0.0055,3.05,"10,041"
Main-TheLeader,0.0055,2.94,"28,609"
Main-ToAbsentFriends,0.0055,3.10,"28,016"
Main-TooPowerfulToLive,0.0055,2.86,"20,338"
Main-HeroicSafeMode,0.0055,3.05,"32,019"
Main-MundaneWish,0.0055,2.96,"23,677"
Main-MasterRace,0.0055,2.98,"43,820"
Main-ConverseWithTheUnconscious,0.0055,2.97,"64,052"
Main-ShooTheDog,0.0055,3.04,"29,813"
Main-DebateAndSwitch,0.0055,3.00,"38,202"
Main-PinballProtagonist,0.0055,2.87,"125,960"
Main-RescueArc,0.0054,3.01,"23,236"
Main-ConquerorFromTheFuture,0.0054,2.93,"21,735"
Main-BrokenHero,0.0054,3.00,"10,602"
Main-RegentForLife,0.0054,3.11,"62,489"
Main-ReadTheFinePrint,0.0054,3.04,"39,457"
Main-WeakWilled,0.0054,3.05,"12,407"
Main-LivingWithTheVillain,0.0054,3.07,"28,224"
Main-LaughWithMe,0.0054,3.09,"8,964"
Main-NotCheatingUnlessYouGetCaught,0.0054,3.02,"42,531"
Main-EntitledBastard,0.0054,3.05,"31,879"
Main-StarterVillain,0.0054,3.03,"10,928"
Main-TheGoodGuysAlwaysWin,0.0054,3.28,"9,336"
Main-IAmAMonster,0.0054,3.01,"22,113"
Main-ForHappiness,0.0054,3.09,"15,637"
Main-UnhandThemVillain,0.0054,2.93,"39,204"
Main-LastRequest,0.0054,3.02,"38,052"
Main-HeroicNeutral,0.0054,2.98,"33,866"
Main-TheConsigliere,0.0054,2.97,"57,919"
Main-BankRobbery,0.0053,3.06,"91,668"
Main-GoodCostumeSwitch,0.0053,3.04,"9,025"
Main-VillainBasedFranchise,0.0053,3.09,"10,709"
Main-TheJailer,0.0053,3.01,"20,218"
Main-PeaceConference,0.0053,3.12,"18,323"
Main-ReleasedToElsewhere,0.0053,3.02,"56,125"
Main-FaceYourFears,0.0053,3.03,"12,071"
Main-TheFinalTemptation,0.0053,3.04,"12,788"
Main-TheGoodChancellor,0.0053,3.02,"41,262"
Main-BadassUnintentional,0.0053,3.03,"44,791"
Main-NeverAcceptedInHisHometown,0.0053,2.95,"50,481"
Main-TheConspiracy,0.0053,3.15,"76,584"
Main-ChainedToARock,0.0053,3.05,"13,792"
Main-FriendlyTarget,0.0053,3.00,"20,973"
Main-LeaveHimToMe,0.0053,3.11,"9,911"
Main-WhyWereBummedCommunismFell,0.0053,3.08,"44,967"
Main-DefeatingTheUndefeatable,0.0053,3.02,"19,748"
Main-TheCavalryArrivesLate,0.0053,3.10,"56,537"
Main-TrainJob,0.0052,3.20,"24,240"
Main-ArmchairMilitary,0.0052,3.03,"36,634"
Main-CelestialParagonsAndArchangels,0.0052,3.15,"13,862"
Main-EternalRecurrence,0.0052,2.93,"28,267"
Main-HonestAdvisor,0.0052,3.08,"11,060"
Main-GodTest,0.0052,3.07,"15,641"
Main-TheScourgeOfGod,0.0052,3.02,"38,851"
Main-SillyReasonForWar,0.0052,2.98,"59,619"
Main-TheCon,0.0052,3.27,"66,107"
Main-Outlaw,0.0052,3.40,"6,981"
Main-PrisonerOfZendaExit,0.0052,3.18,"26,872"
Main-SignedUpForTheDental,0.0052,3.06,"13,819"
Main-CriminalAmnesiac,0.0051,3.02,"14,680"
Main-HollywoodLaw,0.0051,3.04,"84,352"
Main-InternalizedCategorism,0.0051,3.03,"85,992"
Main-AdorableEvilMinions,0.0051,3.01,"24,868"
Main-Forgiveness,0.0051,3.01,"52,573"
Main-HeroProtagonist,0.0051,3.34,"1,964"
Main-PityTheKidnapper,0.0051,2.96,"61,426"
Main-IconOfRebellion,0.0051,3.23,"4,305"
Main-MysteriousWatcher,0.0051,2.95,"61,028"
Main-GotVolunteered,0.0051,2.91,"84,301"
Main-OfferedTheCrown,0.0051,3.08,"18,926"
Main-WastelandElder,0.0051,3.06,"38,983"
Main-GrayingMorality,0.0051,3.05,"6,333"
Main-BadGuysPlayPool,0.0051,3.02,"15,633"
Main-GoodNewsBadNews,0.0051,3.05,"88,715"
Main-SlowClap,0.0051,2.97,"46,977"
Main-CantStayNormal,0.0051,3.04,"13,968"
Main-DemocracyIsBad,0.0051,2.96,"42,295"
Main-DownToTheLastPlay,0.0051,3.04,"122,282"
Main-DenOfIniquity,0.0051,3.10,"10,011"
Main-APupilOfMineUntilHeTurnedToEvil,0.0051,2.95,"26,580"
Main-PsychoSidekick,0.0051,3.06,"10,298"
Main-MovingTheGoalposts,0.0051,3.01,"35,964"
Main-JackTheRipoff,0.0050,3.11,"35,508"
Main-TheSheriff,0.0050,3.14,"33,415"
Main-DespiteThePlan,0.0050,3.22,"3,626"
Main-Nepotism,0.0050,3.06,"25,417"
Main-EvilIsNotWellLit,0.0050,3.09,"12,635"
Main-Frameup,0.0050,3.18,"26,049"
Main-DarkFantasy,0.0050,2.90,"92,562"
Main-TotalitarianUtilitarian,0.0050,3.05,"12,963"
Main-PowderKegCrowd,0.0050,3.06,"46,425"
Main-KickTheMoralityPet,0.0050,2.89,"32,836"
Main-ShrineToTheFallen,0.0050,3.02,"33,641"
Main-BlackShirt,0.0050,3.07,"22,632"
Main-VillainTakesAnInterest,0.0050,3.05,"6,494"
Main-ShameIfSomethingHappened,0.0050,2.96,"44,952"
Main-LeaveNoSurvivors,0.0050,3.03,"22,088"
Main-VillainousDemotivator,0.0050,3.08,"9,542"
Main-JourneyToFindOneself,0.0050,3.15,"10,234"
Main-BadGuysDoTheDirtyWork,0.0050,2.94,"14,596"
Main-LikeASonToMe,0.0050,3.04,"27,405"
Main-ResignedToTheCall,0.0050,2.99,"24,390"
Main-NoteToSelf,0.0050,3.04,"27,779"
Main-VillainByDefault,0.0049,2.90,"41,574"
Main-GunboatDiplomacy,0.0049,3.11,"18,464"
Main-WarriorHeaven,0.0049,3.25,"2,650"
Main-ThrowingDownTheGauntlet,0.0049,3.05,"22,121"
Main-RogueProtagonist,0.0049,2.95,"24,781"
Main-CriticalPsychoanalysisFailure,0.0049,2.99,"30,940"
Main-HobbesWasRight,0.0049,3.09,"19,213"
Main-NobleBigot,0.0049,3.01,"49,815"
Main-ParanoiaGambit,0.0049,3.06,"37,172"
Main-BlasphemousBoast,0.0049,3.01,"34,899"
Main-NoCanonForTheWicked,0.0049,2.98,"29,185"
Main-HydePlaysJekyll,0.0049,3.03,"22,272"
Main-DeadGuyOnDisplay,0.0049,2.90,"53,895"
Main-PaterFamilicide,0.0049,3.04,"53,842"
Main-EraSpecificPersonality,0.0049,3.11,"4,419"
Main-HundredPercentHeroismRating,0.0049,3.16,"11,078"
Main-GenericanEmpire,0.0049,3.19,"4,404"
Main-BungledSuicide,0.0049,3.03,"112,950"
Main-DecoyLeader,0.0049,3.14,"6,740"
Main-DarknessInducedAudienceApathy,0.0048,2.87,"95,536"
Main-KillTheOnesYouLove,0.0048,3.00,"19,629"
Main-AppleOfDiscord,0.0048,2.97,"51,094"
Main-ThatOneCase,0.0048,3.12,"5,576"
Main-EvilPaysBetter,0.0048,3.08,"12,460"
Main-WeWillNotUsePhotoshopInTheFuture,0.0048,2.89,"47,559"
Main-ExoticEntree,0.0048,3.12,"7,652"
Main-Gaslighting,0.0048,2.85,"139,496"
Main-RebelliousRebel,0.0048,3.12,"13,100"
Main-TheKoreanWar,0.0048,3.12,"21,772"
Main-CrusadingWidower,0.0048,3.03,"20,312"
Main-RoboticTortureDevice,0.0048,3.11,"5,220"
Main-YouRemindMeOfX,0.0048,3.08,"22,281"
Main-NoMedicationForMe,0.0048,3.12,"20,016"
Main-AFeteWorseThanDeath,0.0048,3.02,"36,520"
Main-TheseHandsHaveKilled,0.0048,2.99,"50,864"
Main-LittleStowaway,0.0048,3.12,"19,109"
Main-FailureHero,0.0048,2.96,"29,059"
Main-NeighbourhoodFriendlyGangsters,0.0048,3.02,"34,843"
Main-BeCarefulWhatYouSay,0.0048,3.27,"2,555"
Main-TakingTheHeat,0.0048,3.08,"41,131"
Main-TheJester,0.0048,2.98,"49,591"
Main-ThenLetMeBeEvil,0.0047,2.95,"17,193"
Main-DoNotGoGentle,0.0047,2.94,"50,405"
Main-TheCynic,0.0047,3.27,"5,887"
Main-EveryoneIsASuspect,0.0047,3.19,"18,779"
Main-NoSuchThingAsHR,0.0047,3.01,"14,782"
Main-SchoolyardBullyAllGrownUp,0.0047,3.03,"34,014"
Main-IWillFindYou,0.0047,3.07,"38,551"
Main-CityOfSpies,0.0047,3.07,"56,284"
Main-OnlyICanKillHim,0.0047,2.91,"32,853"
Main-NervesOfSteel,0.0047,2.98,"32,167"
Main-TheManTheyCouldntHang,0.0047,3.05,"21,105"
Main-DeliverUsFromEvil,0.0047,2.89,"31,750"
Main-MonsterProtectionRacket,0.0047,3.06,"24,360"
Main-ClearTheirName,0.0047,3.06,"43,851"
Main-EvilIsOneBigHappyFamily,0.0047,3.05,"9,495"
Main-BloodbathVillainOrigin,0.0047,3.19,"3,681"
Main-QuitYourWhining,0.0047,3.12,"16,767"
Main-GottaKillThemAll,0.0047,3.06,"16,532"
Main-GullibleLemmings,0.0047,3.19,"5,392"
Main-HeroicVow,0.0047,2.91,"126,316"
Main-BelievingTheirOwnLies,0.0046,3.01,"21,046"
Main-GlovedFistOfDoom,0.0046,3.15,"7,207"
Main-CircusBrat,0.0046,3.12,"22,028"
Main-StopOrIShootMyself,0.0046,3.12,"7,045"
Main-YouNeverDidThatForMe,0.0046,3.19,"8,199"
Main-BSODSong,0.0046,3.14,"28,583"
Main-ObligatoryWarCrimeScene,0.0046,3.00,"46,177"
Main-DeadlyHug,0.0046,3.17,"8,480"
Main-BadHabits,0.0046,3.03,"40,077"
Main-MysteriousEmployer,0.0046,2.92,"54,097"
Main-AbdicateTheThrone,0.0046,3.15,"8,350"
Main-HumbleHero,0.0046,2.96,"40,049"
Main-MinorCrimeRevealsMajorPlot,0.0046,2.88,"100,210"
Main-OccupiersOutOfOurCountry,0.0046,3.09,"21,684"
Main-DeskJockey,0.0045,2.99,"43,559"
Main-PercussivePrevention,0.0045,3.03,"14,209"
Main-MiserAdvisor,0.0045,3.17,"6,403"
Main-WelcomeBackTraitor,0.0045,3.06,"17,808"
Main-AintTooProudToBeg,0.0045,3.02,"15,565"
Main-RapeAndRevenge,0.0045,3.00,"105,676"
Main-ComeWithMeIfYouWantToLive,0.0045,3.00,"22,231"
Main-RedHerringMole,0.0045,3.06,"21,775"
Main-SingleIssuePsychology,0.0045,3.07,"25,699"
Main-FriendOnTheForce,0.0045,3.02,"72,455"
Main-MalcolmXerox,0.0045,3.05,"35,956"
Main-PlotTwist,0.0045,3.22,"141,081"
Main-ButNotTooEvil,0.0045,2.97,"52,249"
Main-BombThrowingAnarchists,0.0045,3.01,"30,114"
Main-NotWhatISignedOnFor,0.0045,3.04,"11,841"
Main-ReligiousBruiser,0.0045,2.97,"44,711"
Main-TreacherousSpiritChase,0.0045,3.20,"3,226"
Main-TheConscience,0.0045,3.10,"10,485"
Main-TheExile,0.0045,2.93,"95,768"
Main-GoodSamaritan,0.0045,2.97,"60,419"
Main-YouAreBetterThanYouThinkYouAre,0.0045,2.99,"49,225"
Main-MurderByMistake,0.0045,3.16,"10,031"
Main-PedophilePriest,0.0044,3.11,"24,737"
Main-HeelFaithTurn,0.0044,3.10,"20,653"
Main-BrainwashingForTheGreaterGood,0.0044,3.01,"8,405"
Main-JailBake,0.0044,3.07,"28,535"
Main-TheCartel,0.0044,3.26,"14,120"
Main-RedChina,0.0044,3.18,"96,824"
Main-BearerOfBadNews,0.0044,3.00,"50,514"
Main-TechnicallyASmile,0.0044,3.10,"10,688"
Main-RedPillBluePill,0.0044,2.85,"56,291"
Main-JacobMarleyWarning,0.0044,3.03,"10,055"
Main-VillainyDiscretionShot,0.0044,3.02,"460,452"
Main-SecondComing,0.0044,3.20,"29,954"
Main-TheGimmick,0.0044,3.21,"28,018"
Main-OfThePeople,0.0044,3.11,"10,108"
Main-EvilDebtCollector,0.0044,2.96,"49,822"
Main-SayYourPrayers,0.0044,3.05,"17,827"
Main-SoHappyTogether,0.0044,3.05,"17,057"
Main-TooHappyToLive,0.0044,3.00,"13,558"
Main-DevourTheDragon,0.0044,3.11,"11,714"
Main-CommissarCap,0.0044,3.14,"21,254"
Main-RansackedRoom,0.0044,3.19,"19,866"
Main-ThePatriarch,0.0044,3.02,"38,395"
Main-ArsonMurderAndAdmiration,0.0044,3.09,"6,019"
Main-ClassicVillain,0.0043,2.96,"16,777"
Main-NoPlaceForMeThere,0.0043,3.03,"10,764"
Main-WhoopiEpiphanySpeech,0.0043,3.01,"28,927"
Main-FamousAncestor,0.0043,2.99,"35,461"
Main-GoodIsImpotent,0.0043,2.91,"33,525"
Main-ReunionRevenge,0.0043,3.01,"21,362"
Main-SedgwickSpeech,0.0043,3.12,"6,330"
Main-IDieFree,0.0043,3.22,"6,306"
Main-UnholyNuke,0.0043,3.14,"2,438"
Main-FalseGunshot,0.0043,3.05,"20,430"
Main-DontTellMama,0.0043,3.09,"16,947"
Main-DoubleReverseQuadrupleAgent,0.0043,3.03,"21,777"
Main-FashionVictimVillain,0.0043,2.86,"62,769"
Main-SmiteMeOMightySmiter,0.0043,3.01,"79,860"
Main-RightManInTheWrongPlace,0.0043,3.00,"26,990"
Main-YouHaveNoChanceToSurvive,0.0043,3.05,"12,776"
Main-TooCleverByHalf,0.0043,3.04,"14,816"
Main-MiningAccidentOnTroy,0.0043,3.04,"19,821"
Main-DeathFakedForYou,0.0043,3.16,"10,760"
Main-TheVillainMakesThePlot,0.0043,2.82,"34,252"
Main-WorldOfSilence,0.0043,3.05,"3,801"
Main-CirclingMonologue,0.0043,3.10,"9,287"
Main-IWillPunishYourFriendForYourFailure,0.0043,3.05,"18,247"
Main-PeerPressureMakesYouEvil,0.0043,2.95,"47,393"
Main-CheatersNeverProsper,0.0043,2.98,"59,192"
Main-JumpingOnAGrenade,0.0042,3.07,"23,972"
Main-LoveToHate,0.0042,2.88,"16,324"
Main-GodsHandsAreTied,0.0042,3.04,"10,994"
Main-BreakoutVillain,0.0042,2.90,"16,962"
Main-DevilsAdvocate,0.0042,3.23,"10,477"
Main-GuiltComplex,0.0042,3.07,"7,993"
Main-HeroicLineage,0.0042,3.16,"6,762"
Main-ForYourOwnGood,0.0042,3.13,"12,861"
Main-AnarchyIsChaos,0.0042,3.40,"3,632"
Main-Deprogram,0.0042,3.16,"4,643"
Main-PenalColony,0.0042,3.09,"23,639"
Main-TheChase,0.0042,3.14,"23,298"
Main-RoguesGalleryShowcase,0.0042,3.18,"4,197"
Main-PretextForWar,0.0042,3.15,"6,210"
Main-TheFatalist,0.0042,2.90,"48,556"
Main-UnholyHolySword,0.0042,3.01,"14,344"
Main-UnexpectedSuccessor,0.0042,2.98,"40,342"
Main-LosingTheTeamSpirit,0.0041,3.10,"8,007"
Main-DuelsDecideEverything,0.0041,2.98,"31,221"
Main-Bandito,0.0041,3.09,"41,792"
Main-MutantDraftBoard,0.0041,2.93,"24,980"
Main-FlashbackEcho,0.0041,3.14,"17,709"
Main-BlastOut,0.0041,3.23,"5,781"
Main-WalkingDisasterArea,0.0041,3.06,"12,607"
Main-BloodSplatteredInnocents,0.0041,3.04,"18,999"
Main-EvilMeScaresMe,0.0041,3.12,"44,607"
Main-GenericistGovernment,0.0041,3.21,"6,527"
Main-LiteralChangeOfHeart,0.0041,3.12,"13,387"
Main-TheRealRemingtonSteele,0.0041,3.01,"17,035"
Main-AmbiguousInnocence,0.0041,3.03,"14,636"
Main-AllMonksKnowKungFu,0.0041,3.00,"72,624"
Main-ProtagonistJourneyToVillain,0.0041,2.94,"20,444"
Main-SuperTeam,0.0041,3.07,"14,267"
Main-GirlInTheTower,0.0041,3.00,"30,942"
Main-AcademyOfEvil,0.0041,2.97,"21,131"
Main-ThePromisedLand,0.0041,3.11,"17,273"
Main-MercyLead,0.0041,3.16,"24,316"
Main-BackstabBackfire,0.0040,3.09,"5,421"
Main-WouldBeRudeToSayGenocide,0.0040,3.03,"28,906"
Main-FlockOfWolves,0.0040,3.06,"35,003"
Main-GenghisGambit,0.0040,3.13,"5,386"
Main-TheObiWrong,0.0040,2.96,"16,238"
Main-MoleInCharge,0.0040,2.97,"83,362"
Main-BeAsUnhelpfulAsPossible,0.0040,3.19,"8,940"
Main-XMarksTheHero,0.0040,3.10,"5,224"
Main-ColonelKilgore,0.0040,3.15,"7,034"
Main-DivideAndConquer,0.0040,3.05,"18,826"
Main-NoDoubtTheYearsHaveChangedMe,0.0040,3.09,"8,767"
Main-PickOnSomeoneYourOwnSpecies,0.0040,2.92,"70,261"
Main-DecapitatedArmy,0.0040,2.97,"27,811"
Main-WaitHere,0.0040,2.89,"33,487"
Main-BattleOfWits,0.0040,3.04,"30,579"
Main-EvilIsEasy,0.0040,3.05,"9,627"
Main-IsThatWhatHeToldYou,0.0040,3.11,"4,431"
Main-ThousandYardStare,0.0040,3.16,"24,399"
Main-HistoricalBadassUpgrade,0.0040,3.02,"22,561"
Main-NonIronicClown,0.0040,3.14,"81,198"
Main-InsigniaRipOffRitual,0.0040,2.89,"79,374"
Main-HulksCooldownHugCorollary,0.0040,3.01,"9,379"
Main-AlikeAndAntitheticalAdversaries,0.0040,3.06,"10,170"
Main-NoMereWindmill,0.0040,3.15,"10,948"
Main-HeWillNotCrySoICryForHim,0.0040,3.22,"5,107"
Main-DeceasedFallGuyGambit,0.0040,3.13,"36,155"
Main-ZorroMark,0.0040,3.08,"9,269"
Main-BigBadassBattleSequence,0.0040,3.08,"7,293"
Main-ThreeActStructure,0.0040,3.34,"11,862"
Main-AnimalAssassin,0.0040,2.99,"30,572"
Main-JerkassDissonance,0.0040,3.17,"4,934"
Main-DecidedByOneVote,0.0040,3.06,"22,429"
Main-ItWasHereISwear,0.0040,3.01,"27,330"
Main-GoldenMeanFallacy,0.0039,2.93,"110,368"
Main-MeetTheNewBoss,0.0039,2.97,"29,926"
Main-FightingForAHomeland,0.0039,3.11,"11,502"
Main-PowerStable,0.0039,3.36,"1,914"
Main-TheIrishMob,0.0039,3.09,"31,281"
Main-WhatTheHellTownspeople,0.0039,3.04,"12,446"
Main-StandardRoyalCourt,0.0039,3.06,"28,566"
Main-EvenMooksHaveLovedOnes,0.0039,2.98,"13,839"
Main-CivilianVillain,0.0039,3.02,"14,665"
Main-BadAssSanta,0.0039,2.90,"55,685"
Main-GuardianOfTheMultiverse,0.0039,3.15,"7,945"
Main-AlternateUniverseReedRichardsIsAwesome,0.0039,3.05,"12,227"
Main-IWillOnlySlowYouDown,0.0039,3.09,"11,906"
Main-TreacheryCoverUp,0.0039,3.12,"10,795"
Main-ChairReveal,0.0039,3.07,"14,980"
Main-AuthorityInNameOnly,0.0039,3.09,"15,133"
Main-LeaveYourQuestTest,0.0039,3.05,"18,031"
Main-TragicMistake,0.0039,3.20,"6,791"
Main-YourBlankIsBroken,0.0039,3.05,"11,139"
Main-GodIsDead,0.0039,2.93,"39,105"
Main-SlidingScaleOfAntiVillains,0.0038,2.70,"72,006"
Main-Kneecapping,0.0038,3.12,"24,256"
Main-BewareTheHonestOnes,0.0038,3.01,"18,531"
Main-PublicExecution,0.0038,3.01,"48,579"
Main-OmnicidalNeutral,0.0038,3.10,"9,832"
Main-CondemnedContestant,0.0038,3.16,"17,369"
Main-SecretTest,0.0038,2.90,"57,026"
Main-UpbringingMakesTheHero,0.0038,3.11,"10,722"
Main-TraitorShot,0.0038,2.94,"29,396"
Main-TheLastThingYouEverSee,0.0038,3.13,"4,912"
Main-EnforcedColdWar,0.0038,3.11,"3,271"
Main-MalevolentMugshot,0.0038,3.11,"7,027"
Main-SkeletonGovernment,0.0038,2.96,"22,158"
Main-AmbiguouslyEvil,0.0038,3.01,"14,781"
Main-TwoPlusTortureMakesFive,0.0038,3.09,"40,450"
Main-MatterOfLifeAndDeath,0.0038,3.24,"6,753"
Main-SuddenSequelHeelSyndrome,0.0038,3.14,"3,546"
Main-MaryTzu,0.0038,3.30,"2,921"
Main-FollowInMyFootsteps,0.0038,3.17,"26,689"
Main-AllPowerfulBystander,0.0038,3.03,"11,260"
Main-LetNoCrisisGoToWaste,0.0037,3.24,"4,931"
Main-SpaceNavy,0.0037,3.15,"80,442"
Main-BloodOnTheseHands,0.0037,3.07,"24,290"
Main-HonestAxe,0.0037,3.09,"34,656"
Main-HighTurnoverRate,0.0037,3.06,"22,980"
Main-MorallyBankruptBanker,0.0037,3.14,"29,976"
Main-StandardEvilEmpireHierarchy,0.0037,3.12,"3,018"
Main-ThreeWishes,0.0037,2.96,"51,766"
Main-BoardToDeath,0.0037,3.15,"3,162"
Main-DaEditor,0.0037,3.21,"17,707"
Main-TheMentallyDisturbed,0.0037,3.18,"21,564"
Main-MassiveMultiplayerScam,0.0037,3.00,"57,327"
Main-DispenseWithThePleasantries,0.0037,3.22,"7,299"
Main-DumbStruck,0.0037,3.07,"21,354"
Main-UnnecessaryRoughness,0.0037,3.09,"42,029"
Main-TheHighwayman,0.0037,3.13,"17,487"
Main-CategoryTraitor,0.0037,3.05,"38,580"
Main-Narcissist,0.0037,3.08,"12,740"
Main-RaisedByOrcs,0.0037,2.96,"19,839"
Main-UnwantedFalseFaith,0.0037,3.08,"9,272"
Main-JesusTaboo,0.0037,3.12,"13,355"
Main-SupernaturalAid,0.0037,3.06,"20,251"
Main-DoomedAppointment,0.0037,3.13,"19,734"
Main-HilaritySues,0.0037,3.02,"35,802"
Main-EitherOrProphecy,0.0037,2.98,"26,652"
Main-ThatsWhatIWouldDo,0.0036,3.14,"2,812"
Main-WhileRomeBurns,0.0036,3.03,"17,208"
Main-PuppetKing,0.0036,3.08,"13,392"
Main-GovernmentInExile,0.0036,3.14,"19,029"
Main-AuctionOfEvil,0.0036,2.94,"22,777"
Main-InsanityDefense,0.0036,3.15,"13,381"
Main-InMysteriousWays,0.0036,2.97,"47,469"
Main-TheKillerInMe,0.0036,3.03,"50,299"
Main-ForgotTheCall,0.0036,2.92,"31,430"
Main-TooFunnyToBeEvil,0.0036,3.07,"8,056"
Main-RefusedByTheCall,0.0036,3.10,"4,928"
